target,prediction,target_phonemes,prediction_phonemes,is_homophone,exact_match,comment,bucket,bucket_reason
HERSELF CURRENTLY LEARNING TO SIGN,HERSELF CURRENTLY LEARNING TO SIGN,HH ER S EH L F | K ER AH N T L IY | L ER N IH NG | T UW | S AY N,HH ER S EH L F | K ER AH N T L IY | L ER N IH NG | T UW | S AY N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
SOME PEOPLE HERE TONIGHT PREFER SUBTITLES,SOME PEOPLE HERE TONIGHT PREFER SUBTITLES,S AH M | P IY P AH L | HH IY R | T AH N AY T | P R AH F ER | S AH B T AY T AH L Z,S AH M | P IY P AH L | HH IY R | T AH N AY T | P R AH F ER | S AH B T AY T AH L Z,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
SURELY AS A MATTER OF PRINCIPLE,SURELY AS A MATTER OF PRINCIPLE,SH UH R L IY | AE Z | AH | M AE T ER | AH V | P R IH N S AH P AH L,SH UH R L IY | AE Z | AH | M AE T ER | AH V | P R IH N S AH P AH L,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
IF YOU'RE WATCHING,IF YOU'RE WATCHING,IH F | Y UH R | W AA CH IH NG,IH F | Y UH R | W AA CH IH NG,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
STANDARD RATES APPLY,STANDARD RATES APPLY,S T AE N D ER D | R EY T S | AH P L AY,S T AE N D ER D | R EY T S | AH P L AY,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
HASN'T TIME FLOWN,HASN'T TIME FLOWN,HH AE Z AH N T | T AY M | F L OW N,HH AE Z AH N T | T AY M | F L OW N,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WHEN MY HUSBAND AND I ARE NOT AROUND,WHEN MY HUSBAND AND I ARE NOT AROUND,W EH N | M AY | HH AH Z B AH N D | AH N D | AY | AA R | N AA T | ER AW N D,W EH N | M AY | HH AH Z B AH N D | AH N D | AY | AA R | N AA T | ER AW N D,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
ASKING FOR PERMISSION,ASKING FOR PERMISSION,AE S K IH NG | F AO R | P ER M IH SH AH N,AE S K IH NG | F AO R | P ER M IH SH AH N,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND IT WAS TOTALLY NORMAL,AND IT WAS TOTALLY NORMAL,AH N D | IH T | W AA Z | T OW T AH L IY | N AO R M AH L,AH N D | IH T | W AA Z | T OW T AH L IY | N AO R M AH L,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THAT SOUNDS LIKE A PRETTY CRAZY JOB FOR ANYONE TO BE DOING,THAT SOUNDS LIKE A PRETTY CRAZY JOB FOR ANYONE TO BE DOING,DH AE T | S AW N D Z | L AY K | AH | P R IH T IY | K R EY Z IY | JH AA B | F AO R | EH N IY W AH N | T UW | B IY | D UW IH NG,DH AE T | S AW N D Z | L AY K | AH | P R IH T IY | K R EY Z IY | JH AA B | F AO R | EH N IY W AH N | T UW | B IY | D UW IH NG,True,True,,homophone_substitution,phoneme overlap 12/12=1.00 (high)
ALL MY FINGERS WERE HANGING OFF,ALL MY FINGERS WERE HANGING OFF,AO L | M AY | F IH NG G ER Z | W ER | HH AE NG IH NG | AO F,AO L | M AY | F IH NG G ER Z | W ER | HH AE NG IH NG | AO F,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
I WENT TO USE MY RIGHT ARM,I WENT TO USE MY RIGHT ARM,AY | W EH N T | T UW | Y UW S | M AY | R AY T | AA R M,AY | W EH N T | T UW | Y UW S | M AY | R AY T | AA R M,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
HE WAS SHOT AND KILLED,HE WAS SHOT AND KILLED,HH IY | W AA Z | SH AA T | AH N D | K IH L D,HH IY | W AA Z | SH AA T | AH N D | K IH L D,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IF I DIDN'T HAVE HER,IF I DIDN'T HAVE HER,IH F | AY | D IH D AH N T | HH AE V | HH ER,IH F | AY | D IH D AH N T | HH AE V | HH ER,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
I'M WITH MARK TWAIN LIES,I'M WITH MARK TWAIN LIES,AY M | W IH DH | M AA R K | T W EY N | L AY Z,AY M | W IH DH | M AA R K | T W EY N | L AY Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT'S THE INTERNET,IT'S THE INTERNET,IH T S | DH AH | IH N T ER N EH T,IH T S | DH AH | IH N T ER N EH T,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND I'M WARNING YOU,AND I'M WARNING YOU,AH N D | AY M | W AO R N IH NG | Y UW,AH N D | AY M | W AO R N IH NG | Y UW,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IN THE BASEMENT,IN THE BASEMENT,IH N | DH AH | B EY S M AH N T,IH N | DH AH | B EY S M AH N T,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THEY HAVEN'T GONE FAR,THEY HAVEN'T GONE FAR,DH EY | HH AE V AH N T | G AO N | F AA R,DH EY | HH AE V AH N T | G AO N | F AA R,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
TIME NOW FOR ONE OF THE GREATEST TV COMEBACKS OF OUR TIME,TIME NOW FOR ONE OF THE GREATEST TV COMEBACKS OF OUR TIME,T AY M | N AW | F AO R | W AH N | AH V | DH AH | G R EY T AH S T | T IY V IY | K AH M B AE K S | AH V | AW ER | T AY M,T AY M | N AW | F AO R | W AH N | AH V | DH AH | G R EY T AH S T | T IY V IY | K AH M B AE K S | AH V | AW ER | T AY M,True,True,,homophone_substitution,phoneme overlap 10/10=1.00 (high)
HAROLD IN NEIGHBOURS,HAROLD IN NEIGHBOURS,HH EH R AH L D | IH N | ?,HH EH R AH L D | IH N | ?,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WE NEED TO START LAYERING,WE NEED TO START LAYERING,W IY | N IY D | T UW | S T AA R T | L EY ER IH NG,W IY | N IY D | T UW | S T AA R T | L EY ER IH NG,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
ONE WAS A PILOT,ONE WAS A PILOT,W AH N | W AA Z | AH | P AY L AH T,W AH N | W AA Z | AH | P AY L AH T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
SURRENDER WAS NOT AN OPTION,SURRENDER WAS NOT AN OPTION,S ER EH N D ER | W AA Z | N AA T | AE N | AA P SH AH N,S ER EH N D ER | W AA Z | N AA T | AE N | AA P SH AH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
MANY WERE TEENAGERS ABOUT TO GET THEIR FIRST TASTE OF WAR,MANY WERE TEENAGERS ABOUT TO GET THEIR FIRST TASTE OF WAR,M EH N IY | W ER | T IY N EY JH ER Z | AH B AW T | T UW | G EH T | DH EH R | F ER S T | T EY S T | AH V | W AO R,M EH N IY | W ER | T IY N EY JH ER Z | AH B AW T | T UW | G EH T | DH EH R | F ER S T | T EY S T | AH V | W AO R,True,True,,homophone_substitution,phoneme overlap 11/11=1.00 (high)
HE DIED THAT VERY FIRST DAY,HE DIED THAT VERY FIRST DAY,HH IY | D AY D | DH AE T | V EH R IY | F ER S T | D EY,HH IY | D AY D | DH AE T | V EH R IY | F ER S T | D EY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THIS IS ONE OF THE QUESTIONS,THIS IS ONE OF THE QUESTIONS,DH IH S | IH Z | W AH N | AH V | DH AH | K W EH S CH AH N Z,DH IH S | IH Z | W AH N | AH V | DH AH | K W EH S CH AH N Z,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
CELEBRATING 100 YEARS OF WAR FILMS,CELEBRATING 100 YEARS OF WAR FILMS,S EH L AH B R EY T IH NG | ? | Y IH R Z | AH V | W AO R | F IH L M Z,S EH L AH B R EY T IH NG | ? | Y IH R Z | AH V | W AO R | F IH L M Z,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
WHERE I'M GOING,WHERE I'M GOING,W EH R | AY M | G OW IH NG,W EH R | AY M | G OW IH NG,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
BUT TEN YEARS AGO,BUT 10 YEARS AGO,B AH T | T EH N | Y IH R Z | AH G OW,B AH T | ? | Y IH R Z | AH G OW,True,False,,digit_word_rendering,"digit/word side mismatch (tgt_digit=False, hyp_digit=True)"
IT COULD END TONIGHT,IT COULD END TONIGHT,IH T | K UH D | EH N D | T AH N AY T,IH T | K UH D | EH N D | T AH N AY T,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BACK IN SIERRA LEONE,BACK IN SIERRA LEONE,B AE K | IH N | S IY EH R AH | L IY OW N,B AE K | IH N | S IY EH R AH | L IY OW N,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AND THIS WASN'T UNUSUAL,AND THIS WASN'T UNUSUAL,AH N D | DH IH S | W AA Z AH N T | AH N Y UW ZH AH W AH L,AH N D | DH IH S | W AA Z AH N T | AH N Y UW ZH AH W AH L,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AS WELL AS THE BODY,AS WELL AS THE BODY,AE Z | W EH L | AE Z | DH AH | B AA D IY,AE Z | W EH L | AE Z | DH AH | B AA D IY,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
GIVING HOPE AND CARE TO OTHERS IS SOMETHING OUR ARMED FORCES DO WITHOUT QUESTION,GIVING HOPE AND CARE TO OTHERS IS SOMETHING OUR ARMED FORCES DO WITHOUT QUESTION,G IH V IH NG | HH OW P | AH N D | K EH R | T UW | AH DH ER Z | IH Z | S AH M TH IH NG | AW ER | AA R M D | F AO R S IH Z | D UW | W IH TH AW T | K W EH S CH AH N,G IH V IH NG | HH OW P | AH N D | K EH R | T UW | AH DH ER Z | IH Z | S AH M TH IH NG | AW ER | AA R M D | F AO R S IH Z | D UW | W IH TH AW T | K W EH S CH AH N,True,True,,homophone_substitution,phoneme overlap 14/14=1.00 (high)
WE HEARD THE STORY OF THE NURSE ANNA CROSS,WE HEARD THE STORY OF THE NURSE ANNE ACROSS,W IY | HH ER D | DH AH | S T AO R IY | AH V | DH AH | N ER S | AE N AH | K R AO S,W IY | HH ER D | DH AH | S T AO R IY | AH V | DH AH | N ER S | AE N | AH K R AO S,True,False,,homophone_substitution,phoneme overlap 6/8=0.75 (high)
TO HAVE NO CONTACT AT ALL,TO HAVE NO CONTACT AT ALL,T UW | HH AE V | N OW | K AA N T AE K T | AE T | AO L,T UW | HH AE V | N OW | K AA N T AE K T | AE T | AO L,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
SHE NEEDS TO MAKE SURE THAT,SHE NEEDS TO MAKE SURE THAT,SH IY | N IY D Z | T UW | M EY K | SH UH R | DH AE T,SH IY | N IY D Z | T UW | M EY K | SH UH R | DH AE T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THEY DON'T CALL THEM TEAM POCKET ROCKET FOR NOTHING,THEY DON'T CALL THEM TEAM POCKET ROCKET FOR NOTHING,DH EY | D OW N T | K AO L | DH EH M | T IY M | P AA K AH T | R AA K AH T | F AO R | N AH TH IH NG,DH EY | D OW N T | K AO L | DH EH M | T IY M | P AA K AH T | R AA K AH T | F AO R | N AH TH IH NG,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
AND THE WEATHER HAS BEEN PERFECT,AND THE WEATHER HAS BEEN PERFECT,AH N D | DH AH | W EH DH ER | HH AE Z | B IH N | P ER F EH K T,AH N D | DH AH | W EH DH ER | HH AE Z | B IH N | P ER F EH K T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
COURAGE UNDER FIRE,COURAGE UNDER FIRE,K ER AH JH | AH N D ER | F AY ER,K ER AH JH | AH N D ER | F AY ER,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
MOST OF HIS LIFE,MOST OF HIS LIFE,M OW S T | AH V | HH IH Z | L AY F,M OW S T | AH V | HH IH Z | L AY F,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THIS IS THE LORD ASHCROFT GALLERY,THIS IS THE LORD ASHCROFT GALLERY,DH IH S | IH Z | DH AH | L AO R D | AE SH K R AO F T | G AE L ER IY,DH IH S | IH Z | DH AH | L AO R D | AE SH K R AO F T | G AE L ER IY,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
TRAPPED UNDER HEAVY ARTILLERY FIRE,TRAPPED UNDER HEAVY ARTILLERY FIRE,T R AE P T | AH N D ER | HH EH V IY | AA R T IH L ER IY | F AY ER,T R AE P T | AH N D ER | HH EH V IY | AA R T IH L ER IY | F AY ER,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
TEN DAYS BEFOREHAND,TEN DAYS BEFORE HAND,T EH N | D EY Z | B IH F AO R HH AE N D,T EH N | D EY Z | B IH F AO R | HH AE N D,False,False,boundary hallucination: BEFOREHAND split into BEFORE HAND,boundary_hallucination,"same letters, space differs (tgt_words=3 hyp_words=4)"
THE PRESIDENT ELECT HAS MET WITH PRESIDENT OBAMA,THE PRESIDENT ELECT HAS MET WITH PRESIDENT OBAMA,DH AH | P R EH Z AH D EH N T | IH L EH K T | HH AE Z | M EH T | W IH DH | P R EH Z AH D EH N T | OW B AA M AH,DH AH | P R EH Z AH D EH N T | IH L EH K T | HH AE Z | M EH T | W IH DH | P R EH Z AH D EH N T | OW B AA M AH,False,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
MR TRUMP TAKES OFFICE IN JANUARY,MR TRUMP TAKES OFFICE IN JANUARY,M IH S T ER | T R AH M P | T EY K S | AO F AH S | IH N | JH AE N Y UW EH R IY,M IH S T ER | T R AH M P | T EY K S | AO F AH S | IH N | JH AE N Y UW EH R IY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
TODAY THEY TALKED ABOUT THE PROCESS OF TRANSITION,TODAY THEY TALKED ABOUT THE PROCESS OF TRANSITION,T AH D EY | DH EY | T AO K T | AH B AW T | DH AH | P R AA S EH S | AH V | T R AE N Z IH SH AH N,T AH D EY | DH EY | T AO K T | AH B AW T | DH AH | P R AA S EH S | AH V | T R AE N Z IH SH AH N,False,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
WE HAVE ALL THE USUAL SUSPECTS,WE HAVE ALL THE USUAL SUSPECTS,W IY | HH AE V | AO L | DH AH | Y UW ZH AH W AH L | S AH S P EH K T S,W IY | HH AE V | AO L | DH AH | Y UW ZH AH W AH L | S AH S P EH K T S,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
ANYWHERE IN THE WORLD,ANYWHERE IN THE WORLD,EH N IY W EH R | IH N | DH AH | W ER L D,EH N IY W EH R | IH N | DH AH | W ER L D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
DEMONSTRATES THE VALUE OF GREEN SPACE,DEMONSTRATES THE VALUE OF GREEN SPACE,D EH M AH N S T R EY T S | DH AH | V AE L Y UW | AH V | G R IY N | S P EY S,D EH M AH N S T R EY T S | DH AH | V AE L Y UW | AH V | G R IY N | S P EY S,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
SO TEN CUBIC METRES,SO 10 CUBIC METRES,S OW | T EH N | K Y UW B IH K | ?,S OW | ? | K Y UW B IH K | ?,True,False,,digit_word_rendering,"digit/word side mismatch (tgt_digit=False, hyp_digit=True)"
I JUST COLLAPSED,I JUST COLLAPSED,AY | JH AH S T | K AH L AE P S T,AY | JH AH S T | K AH L AE P S T,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I'VE BEEN INVOLVED WITH THE MILITARY,I'VE BEEN INVOLVED WITH THE MILITARY,AY V | B IH N | IH N V AA L V D | W IH DH | DH AH | M IH L AH T EH R IY,AY V | B IH N | IH N V AA L V D | W IH DH | DH AH | M IH L AH T EH R IY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THE ARMED FORCES,THE ARMED FORCES,DH AH | AA R M D | F AO R S IH Z,DH AH | AA R M D | F AO R S IH Z,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THAT KNOCK ON THE DOOR IS A MOMENT THEY WILL NEVER FORGET,THAT KNOCK ON THE DOOR IS A MOMENT THEY WILL NEVER FORGET,DH AE T | N AA K | AA N | DH AH | D AO R | IH Z | AH | M OW M AH N T | DH EY | W IH L | N EH V ER | F ER G EH T,DH AE T | N AA K | AA N | DH AH | D AO R | IH Z | AH | M OW M AH N T | DH EY | W IH L | N EH V ER | F ER G EH T,False,True,,homophone_substitution,phoneme overlap 12/12=1.00 (high)
WHO WAS KILLED IN AFGHANISTAN,WHO WAS KILLED IN AFGHANISTAN,HH UW | W AA Z | K IH L D | IH N | AE F G AE N AH S T AE N,HH UW | W AA Z | K IH L D | IH N | AE F G AE N AH S T AE N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
ON A ROUTINE VISIT TO AN IRAQI POLICE STATION,ON A ROUTINE VISIT TO AN IRAQI POLICE STATION,AA N | AH | R UW T IY N | V IH Z AH T | T UW | AE N | IH R AE K IY | P AH L IY S | S T EY SH AH N,AA N | AH | R UW T IY N | V IH Z AH T | T UW | AE N | IH R AE K IY | P AH L IY S | S T EY SH AH N,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
KILLING HIM AND FIVE FRIENDS,KILLING HIM AND FIVE FRIENDS,K IH L IH NG | HH IH M | AH N D | F AY V | F R EH N D Z,K IH L IH NG | HH IH M | AH N D | F AY V | F R EH N D Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT WON'T TAKE A MOMENT,IT WON'T TAKE A MOMENT,IH T | W OW N T | T EY K | AH | M OW M AH N T,IH T | W OW N T | T EY K | AH | M OW M AH N T,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
SO WHAT IS THE ETIQUETTE,SO WHAT IS THE ETHIC,S OW | W AH T | IH Z | DH AH | EH T AH K AH T,S OW | W AH T | IH Z | DH AH | EH TH IH K,True,False,,homophone_substitution,phoneme overlap 4/5=0.80 (high)
BETWEEN THEM NOW,BETWEEN THEM NOW,B IH T W IY N | DH EH M | N AW,B IH T W IY N | DH EH M | N AW,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I HAVE HAD MY FITTING NOW,I HAVE HAD MY FITTING NOW,AY | HH AE V | HH AE D | M AY | F IH T IH NG | N AW,AY | HH AE V | HH AE D | M AY | F IH T IH NG | N AW,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
MR KHAN SPEAKING,MR CONNIE SPEAKING,M IH S T ER | K AA N | S P IY K IH NG,M IH S T ER | K AO N IY | S P IY K IH NG,True,False,,homophone_substitution,phoneme overlap 2/3=0.67 (high)
IF WE HAVE LEARNED ONE THING OVER THE PAST YEAR,IF WE HAVE LEARNED ONE THING OVER THE PAST YEAR,IH F | W IY | HH AE V | L ER N D | W AH N | TH IH NG | OW V ER | DH AH | P AE S T | Y IH R,IH F | W IY | HH AE V | L ER N D | W AH N | TH IH NG | OW V ER | DH AH | P AE S T | Y IH R,True,True,,homophone_substitution,phoneme overlap 10/10=1.00 (high)
I DON'T REALLY WANT TO GO,I DON'T REALLY WANT TO GO,AY | D OW N T | R IH L IY | W AA N T | T UW | G OW,AY | D OW N T | R IH L IY | W AA N T | T UW | G OW,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
RISING ABOVE IT,RISING ABOVE IT,R AY Z IH NG | AH B AH V | IH T,R AY Z IH NG | AH B AH V | IH T,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THE OLYMPIC SWIMMER,THE OLYMPICS SWIMMER,DH AH | OW L IH M P IH K | S W IH M ER,DH AH | OW L IH M P IH K S | S W IH M ER,False,False,plural hallucination + word surface change: OLYMPIC -> OLYMPICS (added S phoneme),homophone_substitution,phoneme overlap 2/3=0.67 (high)
I WISH I WAS MORE LIKE YOU,I WISH I WAS MORE LIKE YOU,AY | W IH SH | AY | W AA Z | M AO R | L AY K | Y UW,AY | W IH SH | AY | W AA Z | M AO R | L AY K | Y UW,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
WHY DON'T WE ALL JUST GET ALONG,WHY DON'T WE ALL JUST GET ALONG,W AY | D OW N T | W IY | AO L | JH AH S T | G EH T | AH L AO NG,W AY | D OW N T | W IY | AO L | JH AH S T | G EH T | AH L AO NG,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
A TRIBAL NATION,A TRIBAL NATION,AH | T R AY B AH L | N EY SH AH N,AH | T R AY B AH L | N EY SH AH N,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WHICH UPSET SOME OF OUR FEMALE RESIDENTS,WHICH UPSETS SOME OF OUR FEMALE RESIDENTS,W IH CH | AH P S EH T | S AH M | AH V | AW ER | F IY M EY L | R EH Z IH D AH N T S,W IH CH | AH P S EH T S | S AH M | AH V | AW ER | F IY M EY L | R EH Z IH D AH N T S,True,False,,homophone_substitution,phoneme overlap 6/7=0.86 (high)
PUERTO RICAN STYLE,PWARE TO RECONSTRUCT,P W EH R T OW | R IY K AH N | S T AY L,? | T UW | R IY K AH N S T R AH K T,False,False,"complete semantic substitution: phonemes rebuilt, PWARE OOV, STYLE replaced by RECONSTRUCT",non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (3)
IT WAS REALLY NICE,IT WAS REALLY NICE,IH T | W AA Z | R IH L IY | N AY S,IH T | W AA Z | R IH L IY | N AY S,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
YOU WON'T HAVE LONG,YOU WON'T HAVE LONG,Y UW | W OW N T | HH AE V | L AO NG,Y UW | W OW N T | HH AE V | L AO NG,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
ON THIS REMEMBRANCE WEEKEND,ON THIS REMEMBRANCE WEEKEND,AA N | DH IH S | R IY M EH M B R AH N S | W IY K EH N D,AA N | DH IH S | R IY M EH M B R AH N S | W IY K EH N D,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AN OPPORTUNITY TO PAY TRIBUTE TO ALL MEMBERS OF THE ARMED FORCES,AN OPPORTUNITY TO PAY TRIBUTE TO ALL MEMBERS OF THE ARMED FORCES,AE N | AA P ER T UW N AH T IY | T UW | P EY | T R IH B Y UW T | T UW | AO L | M EH M B ER Z | AH V | DH AH | AA R M D | F AO R S IH Z,AE N | AA P ER T UW N AH T IY | T UW | P EY | T R IH B Y UW T | T UW | AO L | M EH M B ER Z | AH V | DH AH | AA R M D | F AO R S IH Z,True,True,,homophone_substitution,phoneme overlap 11/11=1.00 (high)
WE WOULD LOVE TO SELL IT,WE WOULD LOVE TO SELL IT,W IY | W UH D | L AH V | T UW | S EH L | IH T,W IY | W UH D | L AH V | T UW | S EH L | IH T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
ONLY SEVEN PLACES REMAIN,ONLY SEVEN PLACES REMAIN,OW N L IY | S EH V AH N | P L EY S AH Z | R IH M EY N,OW N L IY | S EH V AH N | P L EY S AH Z | R IH M EY N,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
GREAT LEONARD COHEN,GREAT LEONARD COHEN,G R EY T | L EH N ER D | K OW AH N,G R EY T | L EH N ER D | K OW AH N,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I LOVE WEDDINGS,I LOVE WEEDINGS,AY | L AH V | W EH D IH NG Z,AY | L AH V | ?,True,False,,non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (3)
I'VE GOT A BETTER IDEA,I'VE GOT A BETTER IDEA,AY V | G AA T | AH | B EH T ER | AY D IY AH,AY V | G AA T | AH | B EH T ER | AY D IY AH,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WHY DON'T WE ALL OBJECT,WHY DON'T WE ALL OBJECT,W AY | D OW N T | W IY | AO L | AA B JH EH K T,W AY | D OW N T | W IY | AO L | AA B JH EH K T,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THAT WAS AMAZING,THAT WAS AMAZING,DH AE T | W AA Z | AH M EY Z IH NG,DH AE T | W AA Z | AH M EY Z IH NG,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IT WAS AN INCREDIBLE PERFORMANCE,IT WAS AN INCREDIBLE PERFORMANCE,IH T | W AA Z | AE N | IH N K R EH D AH B AH L | P ER F AO R M AH N S,IH T | W AA Z | AE N | IH N K R EH D AH B AH L | P ER F AO R M AH N S,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT WAS INCREDIBLE ENTERTAINMENT,IT WAS INCREDIBLE ENTERTAINMENT,IH T | W AA Z | IH N K R EH D AH B AH L | EH N T ER T EY N M AH N T,IH T | W AA Z | IH N K R EH D AH B AH L | EH N T ER T EY N M AH N T,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
UP UNTIL LAST WEEK,UP UNTIL LAST WEEK,AH P | AH N T IH L | L AE S T | W IY K,AH P | AH N T IH L | L AE S T | W IY K,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THE MAN TAKES THE LEAD,THE MAN TAKES THE LEAD,DH AH | M AE N | T EY K S | DH AH | L EH D,DH AH | M AE N | T EY K S | DH AH | L EH D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IT'S TIME NOW FOR EVERYTHING IN BETWEEN,IT'S TIME NOW FOR EVERYTHING IN BETWEEN,IH T S | T AY M | N AW | F AO R | EH V R IY TH IH NG | IH N | B IH T W IY N,IH T S | T AY M | N AW | F AO R | EH V R IY TH IH NG | IH N | B IH T W IY N,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
I REALLY APPRECIATE IT,I REALLY APPRECIATE IT,AY | R IH L IY | AH P R IY SH IY EY T | IH T,AY | R IH L IY | AH P R IY SH IY EY T | IH T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AND YOU'VE GOT EVERY RIGHT TO BE,AND YOU'VE GOT EVERY RIGHT TO BE,AH N D | Y UW V | G AA T | EH V ER IY | R AY T | T UW | B IY,AH N D | Y UW V | G AA T | EH V ER IY | R AY T | T UW | B IY,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
