STATUS | HOMO | PREDICTED | TARGET
WRONG | - | Lucky | LOOK AT THIS PLACE
WRONG | H | Simon's mom went to the mall. | YOU SEE IT IN MONGOLIA
WRONG | H | Yes, I have a dentist. | YOU SEE IT IN THE ANCIENT MEDITERRANEAN WORLD
WRONG | - | And I'd like to thank the Academy for this award. | AND THESE PEOPLE WERE INVADERS
WRONG | H | This is a test of the emergency broadcast system. | IF THEIR FRIENDS AND EVEN THE TEACHERS DON'T KNOW THE MEANING
WRONG | H | And her father died. | AND HERTFORDSHIRE DOESN'T REALLY SPRING TO MIND
WRONG | H | very fast soup | EVER TASTED APPLE JUICE SO FRESH
WRONG | H | I have a donut | ALL OF THIS DONE WITHIN HALF AN HOUR
WRONG | H | stickup | IT COULD BE PEAR SHAPED
WRONG | H | A P W A T K A N | I PICK WHAT I CAN
WRONG | H | Sally Lake | ESPECIALLY ON A DAY LIKE TODAY
WRONG | H | Bather, Arafat, Paphos, Huh, Praphat, Banton, Spooning, It | BUT THERE ARE PEOPLE WHO PROFIT BY INTENTIONALLY SPOILING IT
WRONG | H | This is a sentence. | THEY GET THE DANGER OF THE WASTE ON THEIR LAND AND END UP PAYING
WRONG | H | And I saw a sword come down from heaven, and it came to the earth and it fell on the city, and it divided it into two parts. | AND IT'S SCARRING SOME BEAUTIFUL PARTS OF OUR COUNTRYSIDE
WRONG | H | Sow what can you do with what you have? | SO WHAT CAN WE DO ABOUT IT
WRONG | H | All the landings are fond | I'LL BE FINDING OUT LATER
WRONG | H | What's the difference between a duck and a donkey? | WE DON'T WANT TO GIVE AWAY THE TRICKS OF THE TRADE AND MAKE IT EASIER FOR THE VILLAINS SO WE'LL LET
WRONG | H | This is a test of the emergency broadcast system. | THERE'S VERY FEW PLACES THAT IF WE BELIEVE FLY TIPPING IS GOING TO GO ON THAT WE COULDN'T TARGET
WRONG | H | talk | TO LOOK AT THIS ISSUE
WRONG | H | And what's the reason why you're not here today? | AND WE'RE KEEN TO ADDRESS THAT AND WE'VE BEEN WORKING WITH THEM ONLY THIS MONTH TO LOOK AT
WRONG | H | This is a test | THERE COULD BE EYES IN ANY HEDGEROW
WRONG | H | I think I'm going to find a friend | IT IS A SPLENDID AUTUMNAL DAY HERE AT THE HENRY MOORE FOUNDATION BUT WHAT HAS THE REST OF THE WEEK
WRONG | H | The program is not available. | TONIGHT'S PROGRAMME IS ALL ABOUT THE MOON AND WE'LL BE FINDING OUT ABOUT THE LATEST MISSION TO GO
WRONG | H | This is a sentence. | HERE'S PETE LAWRENCE WITH WHAT TO SEE IN NOVEMBER'S NIGHT SKY
WRONG | H | I'm a machine, I'm a machine, I'm a machine, I'm a machine, I'm a machine, I'm a machine, I'm a machine, I'm a machine, I'm a machine, I'm a machine | THE MOON IS BY VERY MUCH OUR NEAREST NEIGHBOUR IN SPACE
WRONG | H | You are welcome to the dance floor. | YOU PROBABLY WOULDN'T SEE MUCH DIFFERENCE IN THE APPEARANCE OF THE FULL MOON
WRONG | H | Biff got a word. | BEFORE WE GET TO THAT
WRONG | H | Let's talk about the mouse | LET'S TALK ABOUT THE MOORE MOON MARATHON
WRONG | H | Mowesthavdermowinmoundhendonbadizmowinmoundhendonbadiz | MOST OF THE OTHER MOONS WE THINK OF ARE CAPTURED FROM BODIES MOVING IN AND THEN BEING
WRONG | - | Sam I'm glad to see you. | SAMMY GLASTONBURY SAID
WRONG | H | bat blanded zebra | BUT THE BLONDES ARE BETTER
WRONG | H | And have a wonderful day | AND I HAVE DONE SINCE I WAS LITTLE
WRONG | H | And then chinjut | AND THEN IT CHANGED TO
WRONG | H | Sow a lawn, won't it? | I SOLD ONE RECENTLY
WRONG | - | This is a sample sentence. | IT'S A SHOP DISPLAY
WRONG | H | I may be king and I am not. | IT MIGHT BE CONTINENTAL
WRONG | H | I think I may have found a friend. | IT REMINDS ME OF A FRENCH OR BELGIAN DESIGN
WRONG | - | B IY1 IH0 NG AH0 N AW1 N S T AA1 N DH AE1 T R EY1 D IY0 OW2 | BEING ANNOUNCED ON THAT RADIO
WRONG | H | This is a test. | IT'S AT ONE PRICE ONLY
WRONG | H | Let bird talk | A LITTLE BIRDIE TOLD ME THAT YOU SPENT PRACTICALLY NOTHING
WRONG | - | AND I HAVE TO SAY | AND OF ITS TYPE
WRONG | H | Butt meek | BUT WILL IT MAKE IT
WRONG | H | roll | ON A REALLY GOOD DAY
WRONG | H | And you gave me something that I can't forget | AND YOU GAVE 75 TO CATHERINE SOUTHON
WRONG | - | Strain hand end hand | STRIKE IT ON THE END AND
WRONG | - | But then there is a difference | BETWEEN 30 AND 50
WRONG | H | A word with a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a vowel, a | I WOULD DAY THIS TEAM HAVE DONE EXTREMELY WELL
OK    | H | Let's go and do it! | LET'S GO AND DO IT
WRONG | H | I am not afraid | I MOVED INTO NORTHAMPTONSHIRE ABOUT FOUR AND A HALF YEARS AGO AND WENT TO CHURCH
WRONG | H | And Matt All Live Pipper Dher | AND I MET A LOT OF LOVELY PEOPLE THERE
WRONG | H | And did you know that the last king of England was a woman? | AND THEY DO ACTIVITIES LIKE CANOEING AND ABSEILING
WRONG | - | And Rafter Boulding | AND RAFT BUILDING
WRONG | H | And what did you do today? | AND WE DO NEED TO COMMIT THINGS
WRONG | H | Now what would you prefer to do with the world? | I KNOW WHICH I WOULD PREFER TO BE TAKING HOME
WRONG | H | You want to sell me a map of the planet. | YOU WOULD SELL IT AND YOU WOULD PROBABLY MAKE A SMALL PROFIT OUT OF IT
WRONG | H | A word with a word with a word with a word with a word with a word with a word with a word with a word with a word with a word with a word with a word with a word with a word with a word with a | I WOULD BE FAIRLY SURE OF IT
WRONG | H | And Matt Bingham | AND IT MIGHT BE SOMETHING
WRONG | - | Samming | SOMETHING WITH ENERGY
WRONG | - | John ring the bell | GEORGE AND HENRY ELKINGTON
WRONG | - | I know the car is here | INCLUDING CHARLES ROBERT ASHBEE
WRONG | H | PATIENT DIED | PATENTED AN ELECTROPLATING PROCESS
WRONG | H | This is a test of the emergency broadcast system. | THE BIG QUESTION FOR OUR TEAMS OVER AT THE AUCTION IS WHAT SORT OF PROFIT ARE THEY GOING TO BE
WRONG | - | Yes, I really like the man in the moon. | YOU'RE STILL MINUS TEN
WRONG | - | I may not have a lot to say, but I'll say it anyway. | YOU'RE MINUS 28
WRONG | - | Merrick Daly | AMERICAN DROP DIAL
WRONG | H | Sandy Antenna Men | SO I DON'T BREAK MANY
WRONG | - | This is a cat | THE SECRET DRAWER
WRONG | H | Aunt Thing's going to the store. | I DON'T THINK IT'S GOING TO MAKE IT
WRONG | H | pinwaker | THE PENWORK BOX SHOULD DO WELL
WRONG | H | But men are not men | BUT NOT MANY BOOKS HERE TODAY
WRONG | H | Woolard | ARE WE ALL DONE
WRONG | - | Waldo is dancing | WITH ALL THESE ELABORATE ELEMENTS
WRONG | H | This is a test | THAT'S IT FOR THE REDS
WRONG | H | Narrow | NOW FOR THE BLUES
WRONG | - | I'm sick | IF SHE MAKES THAT
WRONG | H | John bought a book | JUST BEFORE I REVEAL
WRONG | H | May I have a latte? | THERE MIGHT BE A LITTLE PROFIT HERE
WRONG | H | This is a test of the emergency broadcast system. | DOES THAT MEAN REALLY WHAT YOU'D LIKE TO PUT ON IT IS 10 20
WRONG | H | I hate dogs | IN THAT TIME THE HOUSE HAD A BIG MAKE OVER
WRONG | - | This is a test | THAT'S A DIFFICULT QUESTION
WRONG | H | This is a farm. | IF THERE ARE PEOPLE HERE TOMORROW FROM BARNSLEY
WRONG | - | Mowestintrestingbook | A MOST INTERESTING BOOK
WRONG | H | Sow what you want | SO WHAT ARE WE WAITING FOR
WRONG | H | May be a kayak | MAYBE BUY A COMBINE HARVESTER
WRONG | - | And the Klacks postcards. | AND CLOCKS AND POSTCARDS
WRONG | - | sorrow | THAT SORT OF AREA
WRONG | H | Begonies | BIG NAMES LIKE WEDGWOOD
WRONG | H | Don't mention the war | DOULTON AND MINTON'S WERE ALL FOUNDED AND ESTABLISHED HERE IN STOKE ON
WRONG | H | I want to see the world | I WONDER WHETHER THERE WILL BE A STORY WITH SUCH A HAPPY ENDING FOR OUR TEAMS TODAY OVER AT THE
WRONG | H | Dharma | THEN YOU REALLY NEED TO LOOK AFTER THEM
WRONG | H | Win your gift | WHEN YOU GET TO CHRISTMAS TIME
WRONG | - | And Why Is God Angry | AND WE'VE GOT THIS SHED
WRONG | H | What is the last thing you think of? | WE STORE LOTS OF THINGS IN IT
WRONG | - | Don't worry about it | DON'T WORRY ABOUT THAT
WRONG | H | This is a cow. | THIS IS THE WAY THEY GROW NATURALLY
WRONG | H | Saw Star Tart | SO THEY START TO DIE BACK
WRONG | H | This is a sentence. | THAT'S THE END OF OUR LOOK AT THE LETTER A
WRONG | H | MAY FERST ING K T IZ TAWN | MY FIRST INSTINCT IS TO MAKE FOR THE CENTRE OF TOWN
WRONG | H | grey bay drowsy | GRAZING BY THE ROADSIDE
WRONG | H | I mean a jam. | HE MANAGED TO HALF SCRAMBLE
WRONG | H | SIN FERITY FELL DOWN | SONS FOLLOWING FATHERS WHO FOLLOWED THEIR FATHERS
WRONG | - | Frammart | APART FROM THE MARKET WANTING QUALITY
WRONG | - | This is a ball of yarn | THERE'S ALSO A BUYER'S COMMISSION
WRONG | H | I think I can | IT CAN BE REPLACED
WRONG | H | This is a test | THE REST BEING MADE UP OF COPPER
WRONG | H | A thing will sell | I THINK THIS WILL SELL
WRONG | - | Bake a cake | BECAUSE OF ITS LATER
WRONG | H | Moral attack | THE MORE I LIKE IT
WRONG | H | Aldark | I DO LIKE ARTS AND CRAFTS
WRONG | - | This is a test. | IT'S A QUESTION OF FINDING A ROOM THAT WILL HOUSE THAT
WRONG | - | Amanda | I'M A DARK SKY RANGER
WRONG | H | What is the date? | WE ENCOUNTER ITEMS THAT ARE INTRIGUING BECAUSE OF THEIR SIZE
WRONG | H | Nathan Jones | NOT JUST JEWELS AND GEMS
WRONG | H | BAT TAYN IWERKS DASH SHOW AO F ECKS KRAFT SHIP | BUT TINY WORKS THAT SHOW OFF EXQUISITE CRAFTSMANSHIP
WRONG | H | What would you do if you were in danger? | WHAT YOU DON'T WANT IS ORDINARY
WRONG | H | I want water, I want to have a drink | IMAGINE WHAT THEY WOULD HAVE MADE IF THEY HAD THE REAL SIGNATURES ON THEM
WRONG | H | YRILLWOUNDBINKKING | YOU REALLY WOULD HAVE BEEN COOKING ON GAS
WRONG | - | I think I know | ANYTHING EQUESTRIAN AGAIN
WRONG | H | I think you're a big jerk. | IT IS MUCH BETTER TO BUY ONE OBJECT THAT IS THE VERY BEST
WRONG | H | Sachandalz | SUCH AS SUN DIALS
WRONG | H | You had a bad virus infection. | YOU HAD THE OBVIOUS SEWING COLLECTOR
WRONG | H | bat yao lsd dog kalker | BUT YOU ALSO HAD THE DOG COLLECTOR
WRONG | H | And I think | AND IF YOU THINK
WRONG | H | This is a test of the emergency broadcast system. | THAT COULD HAVE ADDED ANOTHER 400 OR 500 TO THE PRIZE
WRONG | H | This is a very important part. | IT'S VERY IMPORTANT
WRONG | H | Bake a car | BECAUSE THEY ARE CHARMED
WRONG | H | A thing really | I THINK YOU'RE PROBABLY RIGHT
WRONG | H | Wish was best | WE SEE THE BEST OF WORK
WRONG | H | Sighing, I'm going. | SO EXAMINE IT CLOSELY
WRONG | H | A word with a vowel, a consonant, a vowel, a consonant, a vowel, a consonant, a vowel, a consonant, a vowel, a consonant, a vowel, a consonant, a vowel, a | OR THE OVAL AND YOU WOULD HAVE HAD A DAY OUT WATCHING THE CRICKET
WRONG | H | parrot | AS PART OF THAT DAY OUT
WRONG | - | Minichurch | MINIATURE IS ALWAYS GOOD AND
WRONG | - | Dagger | DOGS DRESSED AS POLICEMAN
WRONG | H | Let's dive into the kitchen | LITTLE DEVIL WASN'T YOUR CUP OF TEA BUT IT DOES PROVE THAT SOMETHING INTRIGUING
WRONG | H | Don't worry, I'll be there. | DIFFERENT AND SLIGHTLY ODD WILL APPEAL TO THE RIGHT BUYER
WRONG | - | I have a shark in my pants | ESPECIALLY IF THE CRAFTSMANSHIP IS AS FINE AS THAT
WRONG | H | brain haze | THE BRONZE HAS ALREADY BEEN CAST AND
WRONG | H | bat aol sawt | BUT I ALSO WANTED TO REFLECT A PRIVATE NATURE OF THE LOT
WRONG | - | Bake a fan. | IS BECAUSE IT'S THE FINEST AND SMOOTHEST MATERIAL
WRONG | H | What is the best way to get to the airport? | WHICH ENABLES YOU TO GET THE VERY BEST DETAIL WITH YOUR PAINTS
WRONG | H | I am going to school today. | OR EXAMPLES FOR TRAVELLING SALESMAN TO SHOW THE CLIENT ON THE ROAD
WRONG | H | Aim for the moon. If you miss, you'll still be among the stars. | OR MAYBE IT WAS JUST A CABINET MAKER SHOWING OFF HIS SKILLS
WRONG | - | Aymaspirichawalhom | I'M MY SPIRITUAL HOME
WRONG | - | Amarillo | I'M REALLY EXCITED
WRONG | H | What would you do? | WHAT WOULD IT HAVE FELT LIKE
WRONG | H | I have a plan to stop you. | THE PROBLEM IS THAT I HAVE A HUGE CONSIGNMENT OF STONES THAT I EXPORTED OFFICIALLY TO THIS
WRONG | H | Where do grey cats sit? | WHERE THE GREATEST CLARITY
WRONG | H | SHOW SANE AVER | SHOWS SIGNS OF WEAR
WRONG | H | What is the grey fur? | WHICH IS GREAT FOR IDENTIFYING ANTIQUE PIECES
WRONG | H | Buckshot | BECAUSE THEY CAN PROVE TOO DIFFICULT TO TRANSPORT
WRONG | H | But won't they? | BUT WHEN THEY DO TURN UP
WRONG | H | I'm sorry, I'm not a robot | OUR EXPERTS GENERALLY KNOW IF THEY'RE LOOKING AT SOMETHING SPECIAL
WRONG | H | What's your phone number? | WHETHER THAT'S FURNITURE OR
WRONG | H | Dolphin | DIFFICULT TO MAKE
WRONG | - | Peter saw a pen on the desk | PERHAPS IT SAVES THEM PAINTING THE WALL
WRONG | H | This is a hand written note. | IT ISN'T AN AREA OF COLLECTING THAT'S OVER 150 YEARS OLD
WRONG | H | SITROLLANDER | SO IT'S RELATIVELY MODERN AND
WRONG | H | I think I'm going to get a dog. | I THINK IT'S GOING TO GROW AND GROW AND GROW
WRONG | H | Yakkenhap | YOU CAN HANG UP A LARGE PAINTING
WRONG | - | This is a test. | THEN YOU'VE REALLY GOT THE TOTE DOUBLE
WRONG | H | Batswallow the world | BUT SEVERAL LARGE ONES WITHIN THAT COLLECTION AND THAT
WRONG | - | What is the function of the heart? | WE'VE FOUND SOMETHING THAT'S ACTUALLY QUITE INTRIGUING
WRONG | H | Sam Pal Mat Kallam Won Elamanant | SOME PEOPLE MIGHT COLLECT ONE ELEMENT
WRONG | H | What is the word? | WHEN WE SOLD THEM
WRONG | - | What's happening? | THEY WERE THE FLAVOUR OF THE MONTH
WRONG | H | This is a test | THAT SQUARE BASE
WRONG | H | <SOS> say your name <EOS> | SO YOU KNOW HE MADE THEM
WRONG | H | Look around | LOOKING AROUND HERE
WRONG | H | What is the best way to do something? | WE WILL SORT OUT THE BEST WAY TO SELL THESE
WRONG | - | This is a star. | THAT'S A GREAT START
WRONG | H | Laser | THE LARGEST OR THE HEAVIEST
WRONG | H | Digg all the things you want to do | DIG IT OUT AND BRING IT ALONG TO ONE OF OUR VALUATION DAYS
WRONG | H | A house on the hill | I HOPE THOSE TIPS COME IN USEFUL
WRONG | H | And I was sad | AND HE WAS SO EXCITED AND HE SAID IT HAD REALLY MADE HIS DAY
WRONG | - | A mouse sat on a hat | I'M SURE HE SAYS THAT LOTS OF TIMES
WRONG | H | What's your address? | WE WOULD BUY ACTS FROM THE UK
WRONG | - | I hate kitten mum | IF THAT CAME INTO MY SALEROOM
WRONG | H | Wanted | I WANT TO GO HISTORICAL
WRONG | H | Nathan Hafzer | NOT HALF AS SHARP
WRONG | H | AOSAKMIMTBAM | OR ASK ME TO BUY THEM
WRONG | H | I have a lovely house | IN A WHOLESALE AUCTION
WRONG | H | Sowdhern | SO IF THERE'S ANYTHING THAT'S GOING TO MAKE THEM CRASH AND BURN
WRONG | H | I want to date | IT WAS DOWN TO PAUL
WRONG | - | Dare rabbit pull elab | THEY'RE PROBABLY ABOUT
WRONG | H | John sent a letter | JOIN US NEXT TIME
WRONG | H | What is the answer? | THEY WILL FACE TWO MINUTES ON THEIR CHOSEN SUBJECT
WRONG | H | Now Grey Kae1st Prayz Aet Stey1k | NO GREAT CASH PRIZE AT STAKE
WRONG | H | This fork is weak. | THANKS FOR WATCHING
WRONG | H | I want to talk to you | IF YOU WOULD LIKE TO BE A CONTENDER ON THE NEXT SERIES
WRONG | - | This is a sentence. | THAT'S A GOOD THING
WRONG | H | This is a test of the emergency broadcast system. | THIS IS A REALLY GOOD TIME TO BE PLANTING SHRUBS OF ANY KIND
WRONG | H | Nutsugar | NEW TO THIS GARDEN
WRONG | H | And by the way | AND THEIR BEAUTY
WRONG | H | This is a test of the emergency broadcast system. | IT WAS HERE THAT FRENCH TRADERS AND CHINESE TRADERS BROUGHT THEIR WARES
WRONG | H | Ratting down the book | RATHER THAN DOING EVERYTHING BY THE BOOK
WRONG | H | This is a test | THAT CAN BE REALLY TOUGH
WRONG | H | Manny Hades killed the kids | MANY OF YOU HAD EXACTLY THE SAME EXPERIENCE
WRONG | H | I heard a rumor about the murder of the mayor. | IF YOU REMEMBER WE HAD THAT MISERABLE
WRONG | H | We are here for you | WAYNE AND GERARDINE HEMINGWAY ARE FAMOUS FOR THE RANGE AND THE DISTINCTIVENESS OF THEIR
WRONG | H | Ranng Froom Shuz | RUNNING FROM SHOES TO PUBLIC HOUSING PROJECTS
WRONG | - | And Sammer | AND THIS SUMMER
WRONG | H | The door is open. | TOO DARK OR JUST TOO MISERABLE TO DO ANYTHING OUTSIDE
WRONG | H | A G B B R D | I GOT BIG BEARD
WRONG | H | What is the meaning of life? | ONE IN FIVE MEN IN THE UK HAS A BEARD
WRONG | - | My shower is running | MAKE SURE IT'S ALL RUNNING SMOOTHLY
WRONG | H | sight" "sandy" "sandy" "sandy" "sandy" "sandy" "sandy" "sandy" "sandy" "sandy" "sandy" "sandy" "s | IS THAT SAJID AND I ARE VERY DIFFERENT
WRONG | - | Aymamkawinshaholmazlamin | I'M THE QUINTESSENTIAL MUSLIM MAN
WRONG | H | I won the lock | ANYONE CAN LOOK LIKE THAT
WRONG | - | Duck's | THIS LOOKS SMART
WRONG | - | I got a gum. | AS A GOOD MUSLIM
WRONG | H | Aerolizer | AFTER ALL THESE YEARS
WRONG | H | I am going to board the train. | I'M GOING TO BE BROADCASTING TO THE NATION
WRONG | H | What's the matter? | WE DON'T HAVE COUGARS IN PAKISTAN
WRONG | H | I won't have a word with you. | IF ONLY I TOLD HER HOW I FEEL ABOUT HER
WRONG | H | I want to win | EVEN WHEN TWO PEOPLE ARE MARRIED
WRONG | H | Doll Bill | THERE WILL BE A RUMBA
WRONG | H | Oh, no, I'm sorry, I'm not here. | ONLY THE SECOND WOMAN IN HISTORY TO HOLD THAT OFFICE
WRONG | H | I want to be a lawyer | IT WAS CHALLENGING BUT FUN
WRONG | H | I got a grant. | I GOT THROWN OUT OF THE BOLIVIAN DANCING GRIP SO I THOUGHT I WOULD CATCH UP WITH SOME OF THE CROWD
WRONG | H | Sarah gets a gift | SERVE UP SOME OF THEIR GREATEST EVER DISHES
WRONG | H | The sun shines down | TRADITIONALLY CONSIDERED TO BE A FRENCH DISH
WRONG | H | Where better to be than in the land of the free and the home of the brave | WHERE BETTER TO START THAN WITH RACHEL KHOO AND HER LITTLE PARIS KITCHEN
WRONG | - | Bissotovenayt | BEST IS OVERNIGHT
WRONG | - | Meek's Izeer | MAKES IT EASIER
WRONG | H | I don't owe you | IN THE OLD DAYS
WRONG | H | This is a potato. | THEY'D PUT THEM IN THE WATER
WRONG | - | Never refuse a request from a friend | NEVER REFRESH THEM
WRONG | H | This is a test of the emergency broadcast system. | THIS IS A GREAT TECHNIQUE I'LL TEACH YOU TODAY TO KEEP THE NUTRIENTS INSIDE THE VEGETABLES
WRONG | H | Aorta is a large blood vessel that carries blood from the heart to the body. | OR TO YOUR FAMILY
WRONG | - | This is a test of the emergency broadcast system. | THEY TASTE OF THE ACTUAL VEGETABLE
WRONG | H | This is a test | IT'S SO HEALTHY FOR YOU
WRONG | H | Baton Lake Demon | BUT UNLIKE THEM
WRONG | H | And you know me, I'm not a fan of the word 'fan'. | AND YOU CAN MAKE IT AND KEEP IT IN THE FRIDGE OR THE LARDER AND USE IT WHENEVER YOU WANT TO FOR
WRONG | H | I am going to make a kick. | I'M GOING TO MAKE QUEEN ALEXANDRA'S FAVOURITE SANDWICHES
WRONG | H | Now you're a big fan | I KNOW YOU'RE A BIG FAN OF THESE CLASSIC PUDDINGS
WRONG | - | Chalkboard | CHURCHILL CALLED IT THE BATTLE OF THE ATLANTIC
WRONG | H | This is a test | THEY HAVE LOST NINE OF THEIR COLLEAGUES IN THE PAST YEAR
WRONG | H | Way is done | WHILE THIS IS FEWER THAN IN RECENT YEARS
WRONG | - | FRIEND AND KALIGAZZ | FRIENDS AND COLLEAGUES
WRONG | - | A home on the range | AT HOME AND ABROAD
WRONG | - | said the ant king | HE SAID EVERYTHING DEPENDED ON ITS OUTCOME
WRONG | H | Breyveri | THE BRAVERY OF THOSE AT SEA WAS MATCHED IN THE AIR
WRONG | H | BAYDFEMASTER | BY THE FAMOUS DAMBUSTERS
WRONG | H | lay in now | LYING IN THE NOSE
WRONG | H | What's your phone number? | WE PAY TRIBUTE TO ALL WHO SERVE
WRONG | H | Don't mention the war | THE NAME GIVEN BY WINSTON CHURCHILL TO THE MOST COMPLEX NAVAL CONFLICT IN HISTORY
WRONG | - | bat ball valley throat surgery | THE BATTLE INVOLVED ALL THREE SERVICES
WRONG | H | A wayz, I want to know what you want to know | I WAS NOT TERRIFIED
WRONG | H | Will be joining | THEY WILL BE JOINING US IN A MOMENT
WRONG | H | Will be able to roll is | WILL BE OFFICIALLY RELEASED TOMORROW
WRONG | H | Yes, I have a dog. | YESTERDAY WE HOSTED THE TALIBAN AND THEY DRANK OUR CUPS OF TEA
WRONG | H | say the date | I SEE THAT AS TREATING EVERYONE THE SAME
WRONG | H | I have a friend | IN A FEW MOMENTS
WRONG | H | What's going on here? | WOULD YOU PLEASE GIVE HIM A VERY WARM WELCOME
WRONG | - | This is a test of the emergency broadcast system. | THE 60TH ANNIVERSARY OF THE YEAR OF HER CORONATION
WRONG | H | Farewell, lead me on | FOR OUR SOVEREIGN LADY
WRONG | H | This is a test | TO THE DEPARTED
WRONG | H | What is the sentence? | AS WE WERE SETTING UP AT 7
WRONG | H | batling thumb | BUT IT IS A LINK TO HIM
WRONG | H | You won't have any fun | YOU WERE IN AFGHANISTAN
WRONG | H | Yakimbafteryer | YOU COME BACK YEAR AFTER YEAR
WRONG | H | Sow it now | SO WE OWE A LOT
WRONG | H | This house is haunted by ghosts. | TO THOSE WHO HAVE GONE BEFORE
WRONG | H | Wanted to be a killer | I WANT TO BE A CLERK'S SPECIAL DUTIES
